id,ltl,sentence
1918,finally((InRoomA imply (InRoomB and (CupPickedUp imply (CupPlacedInSiteB and CokecanPickedUp))))),"Head to room A, followed by room B, lift up the cup and transfer it to site B, and then pick up the coke can"
1919,finally(InRoomA imply finally(InRoomB imply finally(CupPickedUp imply finally(CupPlacedInSiteB imply CokecanPickedUp)))),"Head to room A, followed by room B, lift up the cup and transfer it to site B, and then pick up the coke can"
1920,finally((InRoomA imply InRoomB) and (CupPickedUp imply (CupPlacedInSiteB imply CokecanPickedUp))),"Head to room A, followed by room B, lift up the cup and transfer it to site B, and then pick up the coke can"
1921,finally(InRoomA imply (InRoomB imply (CupPickedUp imply (CupPlacedInSiteB imply CokecanPickedUp)))),"Travel to room A, subsequently to room B, take the cup and reposition it at site B. After that, get the coke can"
1922,finally((InRoomA and (InRoomB imply (CupPickedUp imply (CupPlacedInSiteB imply CokecanPickedUp))))),"Travel to room A, subsequently to room B, take the cup and reposition it at site B. After that, get the coke can"
1923,finally(InRoomA imply finally(InRoomB imply finally(CupPickedUp imply (CupPlacedInSiteB imply CokecanPickedUp)))),"Travel to room A, subsequently to room B, take the cup and reposition it at site B. After that, get the coke can"
1924,finally((InRoomA and (InRoomB and (CupPickedUp imply (CupPlacedInSiteB imply CokecanPickedUp))))),"Travel to room A, subsequently to room B, take the cup and reposition it at site B. After that, get the coke can"
1925,finally((InRoomA and (InRoomB and (CupPickedUp and (CupPlacedInSiteB imply CokecanPickedUp))))),"Travel to room A, subsequently to room B, take the cup and reposition it at site B. After that, get the coke can"
1926,finally((InRoomA and (InRoomB and (CupPickedUp and (CupPlacedInSiteB and CokecanPickedUp))))),"Travel to room A, subsequently to room B, take the cup and reposition it at site B. After that, get the coke can"
1927,finally((InRoomA imply (InRoomB and (CupPickedUp and (CupPlacedInSiteB imply CokecanPickedUp))))),"Travel to room A, subsequently to room B, take the cup and reposition it at site B. After that, get the coke can"
1928,finally((InRoomA imply (InRoomB and (CupPickedUp imply (CupPlacedInSiteB and CokecanPickedUp))))),"Travel to room A, subsequently to room B, take the cup and reposition it at site B. After that, get the coke can"
1929,finally(InRoomA imply finally(InRoomB imply finally(CupPickedUp imply finally(CupPlacedInSiteB imply CokecanPickedUp)))),"Travel to room A, subsequently to room B, take the cup and reposition it at site B. After that, get the coke can"
1930,finally((InRoomA imply InRoomB) and (CupPickedUp imply (CupPlacedInSiteB imply CokecanPickedUp))),"Travel to room A, subsequently to room B, take the cup and reposition it at site B. After that, get the coke can"
1931,finally(InRoomA imply (InRoomB imply (CupPickedUp imply (CupPlacedInSiteB imply CokecanPickedUp)))),"Navigate to room A and then move to room B, acquire the cup and situate it to site B. Following that action, take the coke can"
1932,finally((InRoomA and (InRoomB imply (CupPickedUp imply (CupPlacedInSiteB imply CokecanPickedUp))))),"Navigate to room A and then move to room B, acquire the cup and situate it to site B. Following that action, take the coke can"
1933,finally(InRoomA imply finally(InRoomB imply finally(CupPickedUp imply (CupPlacedInSiteB imply CokecanPickedUp)))),"Navigate to room A and then move to room B, acquire the cup and situate it to site B. Following that action, take the coke can"
1934,finally((InRoomA and (InRoomB and (CupPickedUp imply (CupPlacedInSiteB imply CokecanPickedUp))))),"Navigate to room A and then move to room B, acquire the cup and situate it to site B. Following that action, take the coke can"
1935,finally((InRoomA and (InRoomB and (CupPickedUp and (CupPlacedInSiteB imply CokecanPickedUp))))),"Navigate to room A and then move to room B, acquire the cup and situate it to site B. Following that action, take the coke can"
1936,finally((InRoomA and (InRoomB and (CupPickedUp and (CupPlacedInSiteB and CokecanPickedUp))))),"Navigate to room A and then move to room B, acquire the cup and situate it to site B. Following that action, take the coke can"
1937,finally((InRoomA imply (InRoomB and (CupPickedUp and (CupPlacedInSiteB imply CokecanPickedUp))))),"Navigate to room A and then move to room B, acquire the cup and situate it to site B. Following that action, take the coke can"
1938,finally((InRoomA imply (InRoomB and (CupPickedUp imply (CupPlacedInSiteB and CokecanPickedUp))))),"Navigate to room A and then move to room B, acquire the cup and situate it to site B. Following that action, take the coke can"
1939,finally(InRoomA imply finally(InRoomB imply finally(CupPickedUp imply finally(CupPlacedInSiteB imply CokecanPickedUp)))),"Navigate to room A and then move to room B, acquire the cup and situate it to site B. Following that action, take the coke can"
1940,finally((InRoomA imply InRoomB) and (CupPickedUp imply (CupPlacedInSiteB imply CokecanPickedUp))),"Navigate to room A and then move to room B, acquire the cup and situate it to site B. Following that action, take the coke can"
1941,finally(InRoomA imply (InRoomB imply (CupPickedUp imply (CupPlacedInSiteB imply CokecanPickedUp)))),"Get to room A first, and then wander to room B, retrieve the cup and set down it in site B, after that action, scoop the coke can"
1942,finally((InRoomA and (InRoomB imply (CupPickedUp imply (CupPlacedInSiteB imply CokecanPickedUp))))),"Get to room A first, and then wander to room B, retrieve the cup and set down it in site B, after that action, scoop the coke can"
1943,finally(InRoomA imply finally(InRoomB imply finally(CupPickedUp imply (CupPlacedInSiteB imply CokecanPickedUp)))),"Get to room A first, and then wander to room B, retrieve the cup and set down it in site B, after that action, scoop the coke can"
1944,finally((InRoomA and (InRoomB and (CupPickedUp imply (CupPlacedInSiteB imply CokecanPickedUp))))),"Get to room A first, and then wander to room B, retrieve the cup and set down it in site B, after that action, scoop the coke can"
1945,finally((InRoomA and (InRoomB and (CupPickedUp and (CupPlacedInSiteB imply CokecanPickedUp))))),"Get to room A first, and then wander to room B, retrieve the cup and set down it in site B, after that action, scoop the coke can"
1946,finally((InRoomA and (InRoomB and (CupPickedUp and (CupPlacedInSiteB and CokecanPickedUp))))),"Get to room A first, and then wander to room B, retrieve the cup and set down it in site B, after that action, scoop the coke can"
1947,finally((InRoomA imply (InRoomB and (CupPickedUp and (CupPlacedInSiteB imply CokecanPickedUp))))),"Get to room A first, and then wander to room B, retrieve the cup and set down it in site B, after that action, scoop the coke can"
1948,finally((InRoomA imply (InRoomB and (CupPickedUp imply (CupPlacedInSiteB and CokecanPickedUp))))),"Get to room A first, and then wander to room B, retrieve the cup and set down it in site B, after that action, scoop the coke can"
1949,finally(InRoomA imply finally(InRoomB imply finally(CupPickedUp imply finally(CupPlacedInSiteB imply CokecanPickedUp)))),"Get to room A first, and then wander to room B, retrieve the cup and set down it in site B, after that action, scoop the coke can"
1950,finally((InRoomA imply InRoomB) and (CupPickedUp imply (CupPlacedInSiteB imply CokecanPickedUp))),"Get to room A first, and then wander to room B, retrieve the cup and set down it in site B, after that action, scoop the coke can"
1951,finally(InRoomA imply (InRoomB imply (CupPickedUp imply (CupPlacedInSiteB imply CokecanPickedUp)))),"Commute to room A, afterward venture to room B, grasp the cup and position it at site B, then snatch the coke can"
1952,finally((InRoomA and (InRoomB imply (CupPickedUp imply (CupPlacedInSiteB imply CokecanPickedUp))))),"Commute to room A, afterward venture to room B, grasp the cup and position it at site B, then snatch the coke can"
1953,finally(InRoomA imply finally(InRoomB imply finally(CupPickedUp imply (CupPlacedInSiteB imply CokecanPickedUp)))),"Commute to room A, afterward venture to room B, grasp the cup and position it at site B, then snatch the coke can"
1954,finally((InRoomA and (InRoomB and (CupPickedUp imply (CupPlacedInSiteB imply CokecanPickedUp))))),"Commute to room A, afterward venture to room B, grasp the cup and position it at site B, then snatch the coke can"
1955,finally((InRoomA and (InRoomB and (CupPickedUp and (CupPlacedInSiteB imply CokecanPickedUp))))),"Commute to room A, afterward venture to room B, grasp the cup and position it at site B, then snatch the coke can"
1956,finally((InRoomA and (InRoomB and (CupPickedUp and (CupPlacedInSiteB and CokecanPickedUp))))),"Commute to room A, afterward venture to room B, grasp the cup and position it at site B, then snatch the coke can"
1957,finally((InRoomA imply (InRoomB and (CupPickedUp and (CupPlacedInSiteB imply CokecanPickedUp))))),"Commute to room A, afterward venture to room B, grasp the cup and position it at site B, then snatch the coke can"
1958,finally((InRoomA imply (InRoomB and (CupPickedUp imply (CupPlacedInSiteB and CokecanPickedUp))))),"Commute to room A, afterward venture to room B, grasp the cup and position it at site B, then snatch the coke can"
1959,finally(InRoomA imply finally(InRoomB imply finally(CupPickedUp imply finally(CupPlacedInSiteB imply CokecanPickedUp)))),"Commute to room A, afterward venture to room B, grasp the cup and position it at site B, then snatch the coke can"
1960,finally((InRoomA imply InRoomB) and (CupPickedUp imply (CupPlacedInSiteB imply CokecanPickedUp))),"Commute to room A, afterward venture to room B, grasp the cup and position it at site B, then snatch the coke can"
1961,finally(InRoomA imply (InRoomB imply (CupPickedUp imply (CupPlacedInSiteB imply CokecanPickedUp)))),"Straight to room A and then to room B, handle the cup and relocate it at site B, pick the coke can afterwards"
1962,finally((InRoomA and (InRoomB imply (CupPickedUp imply (CupPlacedInSiteB imply CokecanPickedUp))))),"Straight to room A and then to room B, handle the cup and relocate it at site B, pick the coke can afterwards"
1963,finally(InRoomA imply finally(InRoomB imply finally(CupPickedUp imply (CupPlacedInSiteB imply CokecanPickedUp)))),"Straight to room A and then to room B, handle the cup and relocate it at site B, pick the coke can afterwards"
1964,finally((InRoomA and (InRoomB and (CupPickedUp imply (CupPlacedInSiteB imply CokecanPickedUp))))),"Straight to room A and then to room B, handle the cup and relocate it at site B, pick the coke can afterwards"
1965,finally((InRoomA and (InRoomB and (CupPickedUp and (CupPlacedInSiteB imply CokecanPickedUp))))),"Straight to room A and then to room B, handle the cup and relocate it at site B, pick the coke can afterwards"
1966,finally((InRoomA and (InRoomB and (CupPickedUp and (CupPlacedInSiteB and CokecanPickedUp))))),"Straight to room A and then to room B, handle the cup and relocate it at site B, pick the coke can afterwards"
1967,finally((InRoomA imply (InRoomB and (CupPickedUp and (CupPlacedInSiteB imply CokecanPickedUp))))),"Straight to room A and then to room B, handle the cup and relocate it at site B, pick the coke can afterwards"
1968,finally((InRoomA imply (InRoomB and (CupPickedUp imply (CupPlacedInSiteB and CokecanPickedUp))))),"Straight to room A and then to room B, handle the cup and relocate it at site B, pick the coke can afterwards"
1969,finally(InRoomA imply finally(InRoomB imply finally(CupPickedUp imply finally(CupPlacedInSiteB imply CokecanPickedUp)))),"Straight to room A and then to room B, handle the cup and relocate it at site B, pick the coke can afterwards"
1970,finally((InRoomA imply InRoomB) and (CupPickedUp imply (CupPlacedInSiteB imply CokecanPickedUp))),"Straight to room A and then to room B, handle the cup and relocate it at site B, pick the coke can afterwards"
1971,finally(InRoomA imply (InRoomB imply (CupPickedUp imply (CupPlacedInSiteB imply CokecanPickedUp)))),"Make your way to room A, then proceed to room B, clutch the cup and move it to site B, then secure the coke can"
1972,finally((InRoomA and (InRoomB imply (CupPickedUp imply (CupPlacedInSiteB imply CokecanPickedUp))))),"Make your way to room A, then proceed to room B, clutch the cup and move it to site B, then secure the coke can"
1973,finally(InRoomA imply finally(InRoomB imply finally(CupPickedUp imply (CupPlacedInSiteB imply CokecanPickedUp)))),"Make your way to room A, then proceed to room B, clutch the cup and move it to site B, then secure the coke can"
1974,finally((InRoomA and (InRoomB and (CupPickedUp imply (CupPlacedInSiteB imply CokecanPickedUp))))),"Make your way to room A, then proceed to room B, clutch the cup and move it to site B, then secure the coke can"
1975,finally((InRoomA and (InRoomB and (CupPickedUp and (CupPlacedInSiteB imply CokecanPickedUp))))),"Make your way to room A, then proceed to room B, clutch the cup and move it to site B, then secure the coke can"
1976,finally((InRoomA and (InRoomB and (CupPickedUp and (CupPlacedInSiteB and CokecanPickedUp))))),"Make your way to room A, then proceed to room B, clutch the cup and move it to site B, then secure the coke can"
1977,finally((InRoomA imply (InRoomB and (CupPickedUp and (CupPlacedInSiteB imply CokecanPickedUp))))),"Make your way to room A, then proceed to room B, clutch the cup and move it to site B, then secure the coke can"
1978,finally((InRoomA imply (InRoomB and (CupPickedUp imply (CupPlacedInSiteB and CokecanPickedUp))))),"Make your way to room A, then proceed to room B, clutch the cup and move it to site B, then secure the coke can"
